investment_id,capex_meuro,uncertainty_pct,opex_meuro_per_year,project_url
1506,1375.0,"The Capex uncertainty range for this 525kV link is -20% to +30%. This can be explained by the different costs which are registered for currently realized projects to connect offshore windfarms. This range can be explained by the project specific differences. Since there is no clarity on the project specifics in this phase of the project, the uncertainty range thereby reflects this.",4.4,https://tyndp-data.netlify.app/tyndp2018/projects/projects/335
1507,1233.0,"The Capex uncertainty range for this 525kV link is -20% to +30%. This can be explained by the different costs which are registered for currently realized projects to connect offshore windfarms. This range can be explained by the project specific differences. Since there is no clarity on the project specifics in this phase of the project, the uncertainty range thereby reflects this.",4.2,https://tyndp-data.netlify.app/tyndp2018/projects/projects/335
1508,1639.0,"The Capex for the 640kVHVDC links are extrapolated from 525kV HVDC links and therefore are subject to the same uncertainty range. Furthermore, additional needed internal reinforcements that can have a fundamental impact on the costs have not yet been analysed.",5.3,https://tyndp-data.netlify.app/tyndp2018/projects/projects/335
1509,1661.0,"The Capex for the 640kVHVDC links are extrapolated from 525kV HVDC links and therefore are subject to the same uncertainty range. Furthermore, additional needed internal reinforcements that can have a fundamental impact on the costs have not yet been analysed.",5.3,https://tyndp-data.netlify.app/tyndp2018/projects/projects/335
1511,1860.0,"The Capex for the 640kVHVDC links are extrapolated from 525kV HVDC links and therefore are subject to the same uncertainty range. Furthermore, additional needed internal reinforcements that can have a fundamental impact on the costs have not yet been analysed.",5.6,https://tyndp-data.netlify.app/tyndp2018/projects/projects/335
1504,2222.0,"The Capex uncertainty range for this asset is -20% to +30%. This can be explained by the different costs which are registered for currently realized projects to connect offshore windfarms. This range can be explained by the project specific differences. Since there is no clarity on the project specifics in this phase of the project, the uncertainty range thereby reflects this.",11.0,https://tyndp-data.netlify.app/tyndp2018/projects/projects/335
1556,40.0,,0.6,https://tyndp-data.netlify.app/tyndp2018/projects/projects/336
1512,130.0,+-10%,1.0,https://tyndp-data.netlify.app/tyndp2018/projects/projects/337
1510,130.0,+-10%,1.0,https://tyndp-data.netlify.app/tyndp2018/projects/projects/337
1521,1150.0,10.0,5.75,https://tyndp-data.netlify.app/tyndp2018/projects/projects/338
1557,2600.0,10.0,13.0,https://tyndp-data.netlify.app/tyndp2018/projects/projects/339
1519,500.0,25%,0.5,https://tyndp-data.netlify.app/tyndp2018/projects/projects/340
1537,27.5,5%,0.33,https://tyndp-data.netlify.app/tyndp2018/projects/projects/341
1536,3.5,5%,0.03,https://tyndp-data.netlify.app/tyndp2018/projects/projects/341
1538,12.5,5%,0.15,https://tyndp-data.netlify.app/tyndp2018/projects/projects/341
1523,6.5,5%,0.08,https://tyndp-data.netlify.app/tyndp2018/projects/projects/342
1520,56.0,5%,0.78,https://tyndp-data.netlify.app/tyndp2018/projects/projects/342
1522,17.0,5%,0.2,https://tyndp-data.netlify.app/tyndp2018/projects/projects/342
1524,11.5,5%,0.14,https://tyndp-data.netlify.app/tyndp2018/projects/projects/342
1525,65.0,5%,0.8,https://tyndp-data.netlify.app/tyndp2018/projects/projects/342
1535,30.0,,0.038,https://tyndp-data.netlify.app/tyndp2018/projects/projects/343
1532,43.0,,0.055,https://tyndp-data.netlify.app/tyndp2018/projects/projects/343
1533,17.2,,0.022,https://tyndp-data.netlify.app/tyndp2018/projects/projects/343
1534,65.5,,0.084,https://tyndp-data.netlify.app/tyndp2018/projects/projects/343
1541,215.0,10%,1.7,https://tyndp-data.netlify.app/tyndp2018/projects/projects/344
1542,,,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/345
1544,620.0,10%,5.0,https://tyndp-data.netlify.app/tyndp2018/projects/projects/346
1543,400.0,10%,3.2,https://tyndp-data.netlify.app/tyndp2018/projects/projects/346
1545,,,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/347
1546,420.0,10%,3.4,https://tyndp-data.netlify.app/tyndp2018/projects/projects/348
1653,5.0,15%,0.005,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1655,15.0,15,0.02,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1652,5.0,15%,0.005,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1648,25.0,15%,0.2,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1640,417.0,15%,4.0,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1638,345.0,15%,4.0,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1641,265.0,,1.15,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1642,265.0,,1.15,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1646,265.0,,1.15,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1654,3.0,,0.005,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1651,15.0,15%,0.04,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1639,100.0,,0.5,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1647,25.0,15%,0.2,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1649,25.0,15%,0.2,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1650,20.0,15%,0.2,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1622,63.733,,2.867,https://tyndp-data.netlify.app/tyndp2018/projects/projects/350
1624,15.0,,1.2,https://tyndp-data.netlify.app/tyndp2018/projects/projects/350
1623,17.68,,1.414,https://tyndp-data.netlify.app/tyndp2018/projects/projects/350
1547,1460.0,,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/351
1555,119.0,10.0,0.9,https://tyndp-data.netlify.app/tyndp2018/projects/projects/375
1559,5.625,"+20%, -20%",0.215,https://tyndp-data.netlify.app/tyndp2018/projects/projects/376
1561,50.0,25%,0.1,https://tyndp-data.netlify.app/tyndp2018/projects/projects/377
1584,8.16,10%,0.1224,https://tyndp-data.netlify.app/tyndp2018/projects/projects/378
1597,0.31,10%,0.00465,https://tyndp-data.netlify.app/tyndp2018/projects/projects/379
1595,1.65,10%,0.02475,https://tyndp-data.netlify.app/tyndp2018/projects/projects/379
1593,0.22,10%,0.0033,https://tyndp-data.netlify.app/tyndp2018/projects/projects/379
211,1436.0,10%,48.0,https://tyndp-data.netlify.app/tyndp2018/projects/projects/381
1485,1562.0,10%,53.0,https://tyndp-data.netlify.app/tyndp2018/projects/projects/381
1670,552.0,,1.0,https://tyndp-data.netlify.app/tyndp2018/projects/projects/1034
