Name;Country_ISO3;Lat;Lon;Status
Dingtuna;SWE;59.5724025;16.388665;Found in SWE
Ramsele;SWE;63.538099;16.4686985;Found in SWE
Kvilldal;"GBR;NOR";59.5164742;6.6363721;Found in NOR
Endrup;"DNK;NLD";55.5234974;8.7183108;Found in DNK
Idomlund;DNK;56.3542487;8.5441084;Found in DNK
Eemshaven;NLD;53.448402;6.8465032;Found in NLD
Maasvlakte;NLD;51.9543525;4.0197987;Found in NLD
Krimpen Aan De Ijssel;NLD;51.9166979;4.6083699;Found in NLD
Richborough;"BEL;GBR";51.2954693;1.3252361;Found in GBR
Horta;BEL;50.8259485;4.3457493;Found in BEL
Zandvliet;BEL;51.3599666;4.3086817;Found in BEL
Schifflange;LUX;49.5062732;6.0118175;Found in LUX
Heisdorf;LUX;49.6751263;6.1394127;Found in LUX
Richborough;GBR;51.2954693;1.3252361;Found in GBR
Sellindge;GBR;51.1086457;0.9883745;Found in GBR
Hunterston, North Ayrshire, Scotland;GBR;55.7290528;-4.865233;Found in GBR
Hinkley Point C, Somerset, UK;GBR;51.208803;-3.1333335;Found (Global Search)
Srananagh;"GBR;IRL";54.168611;-8.393333;Found in IRL
Ribeira De Pena;PRT;41.5217103;-7.795143;Found in PRT
V. P. Aguiar;PRT;-7.0928404;-38.1727215;Found (Global Search)
Penela;PRT;40.029442;-8.3902395;Found in PRT
Fundão;PRT;40.1408065;-7.5017521;Found in PRT
Fontefria;"ESP;PRT";42.3869909;-7.9464231;Found in ESP
Vila Nova De Famalicão;PRT;41.4064621;-8.5187849;Found in PRT
Ponte De Lima;"ESP;PRT";42.2836645;-8.6094573;Found in ESP
Jm Oriol;ESP;;;Not Found
Arenales;ESP;28.115605;-15.42011;Found in ESP
Sta.Llogaia;ESP;42.576674;1.0887338;Found in ESP
Baixas;FRA;42.7498075;2.8091531;Found in FRA
Ramis;ESP;41.4316504;1.3456479;Found in ESP
Santa Llogaia;ESP;42.576674;1.0887338;Found in ESP
Sama;ESP;43.2918466;-5.6794502;Found in ESP
Reboria;ESP;43.5531246;-5.7495256;Found in ESP
Costa Verde;ESP;40.9675773;-5.6678176;Found in ESP
Morella;ESP;40.6188277;-0.0998026;Found in ESP
Escatron;ESP;41.2870705;-0.3249532;Found in ESP
Els Aubals;ESP;;;Not Found
La Secuita;ESP;41.2040962;1.280166;Found in ESP
Grande Ile, Savoie, France;"FRA;ITA";45.5441785;5.790675;Found in FRA
Cartuja;ESP;37.4072404;-6.0101215;Found in ESP
Baza;ESP;37.4281633;-2.8475487;Found in ESP
Genissiat;"CHE;FRA";46.0504802;5.7672584;Found in FRA
La Ribina;ESP;37.2472284;-1.8584537;Found in ESP
Arkale;ESP;43.336916;-1.79941;Found in ESP
La Gaudière;FRA;48.6348842;-1.106596;Found in FRA
Avelinmastaing;"BEL;FRA";;;Not Found
Liefkenshoek;BEL;51.0112871;3.8800651;Found in BEL
Lillo;BEL;51.3048238;4.2901928;Found in BEL
Nauders;"AUT;ITA";46.8917562;10.5026037;Found in AUT
Okroglo;SVN;46.2584594;14.3204865;Found in SVN
Salgareda;"ITA;SVN";45.7034472;12.5221949;Found in ITA
Lika;HRV;44.6258962;15.3436053;Found in HRV
Tourbe;"FRA;GBR";49.1020774;4.6699851;Found in FRA
Brinje;HRV;44.9998131;15.1312723;Found in HRV
Lastva;MNE;42.8395974;19.2490342;Found in MNE
Bajina Basta;"BIH;MNE;SRB";43.9712226;19.5660149;Found in SRB
Konjsko;HRV;43.5933037;16.5009741;Found in HRV
Partanna;"ITA;TUN";37.727841;12.88854;Found in ITA
Allacqua;"CHE;ITA";45.5799944;8.2078639;Found in ITA
Laino Borgo, Calabria, Italy;ITA;39.95352;15.9737191;Found in ITA
Aubange;"BEL;DEU;LUX";49.5671953;5.8044993;Found in BEL
Osterath;DEU;51.2690922;6.6207151;Found in DEU
Emden East;DEU;40.2967728;-89.480555;Found (Global Search)
Brunsbüttel Wilster;DEU;;;Not Found
Wolmirstedt;DEU;52.2484924;11.6267388;Found in DEU
Brunsbüttel;DEU;53.8972549;9.1395423;Found in DEU
Okroglo;"ITA;SVN";46.2584594;14.3204865;Found in SVN
Urberach;DEU;49.973352;8.7981281;Found in DEU
Großgartach;DEU;49.1425406;9.1258701;Found in DEU
Mecklar;DEU;50.9174645;9.7612468;Found in DEU
Schalkau Altenfeld;DEU;;;Not Found
Raitersaich;DEU;49.3729799;10.8446391;Found in DEU
Vöhringen;"AUT;DEU";48.2833039;10.0832982;Found in DEU
Rimavská Sobota;"HUN;SVK";48.3833603;20.0180584;Found in SVK
Gyr;HUN;47.6590537;17.7243253;Found in HUN
Timisoara;"ROU;SRB";45.7538355;21.2257474;Found in ROU
Lagadas;GRC;40.7435204;23.0106094;Found in GRC
Stalpu;"BGR;ROU";45.0851857;26.7083861;Found in ROU
Veké Kapuany;"HUN;SVK";;;Not Found
Gubin;POL;51.9509156;14.7293172;Found in POL
Plewiska;POL;52.3665196;16.809783;Found in POL
Oma;POL;52.2407869;21.0239444;Found in POL
Stanisawów;POL;;;Not Found
Harku;"EST;LVA";59.385532;24.5826355;Found in EST
Ulvila;FIN;61.4333298;21.8833199;Found in FIN
Hirvisuo;FIN;60.2197182;24.6321226;Found in FIN
Pyhanselka;FIN;;;Not Found
Bramford;GBR;52.0754182;1.1005827;Found in GBR
Sorgente, Messina, Italy;ITA;38.580249;14.8304536;Found in ITA
Pelham;GBR;50.7233069;-1.9103969;Found in GBR
Hackney;GBR;51.5432402;-0.0493621;Found in GBR
St. Johns Wood;GBR;51.4464879;-2.3877923;Found in GBR
Wylfa;GBR;53.2266936;-4.1352145;Found in GBR
F. Alentejo;PRT;41.1640525;-8.1114507;Found in PRT
Ourique;PRT;37.651112;-8.2237262;Found in PRT
Ängsberg;SWE;60.6241294;16.9938879;Found in SWE
Horndal;SWE;60.291412;16.4021853;Found in SWE
Hamra;SWE;61.756683;14.8024445;Found in SWE
Mikuowa;POL;;;Not Found
Seia;PRT;40.4200998;-7.7028054;Found in PRT
Varna;"BGR;ROU";43.2073873;27.9166653;Found in BGR
Keminmaa;FIN;65.803014;24.5208776;Found in FIN
Råbäcken;SWE;63.4103325;19.1377118;Found in SWE
Knockraha;"FRA;IRL";51.9740661;-8.3292119;Found in IRL
Tarnita;ROU;46.1780785;23.0547065;Found in ROU
Seyring;AUT;48.3320785;16.4850443;Found in AUT
Hradec;CZE;49.7118548;15.2984937;Found in CZE
Krimpen Aan De Ijssel;"AUT;ISL;ITA;NLD";51.9166979;4.6083699;Found in NLD
South Donegal;"GBR;IRL";55.0332353;-8.0176389;Found in IRL
Omagh South;"GBR;IRL";54.5943826;-7.2951959;Found in GBR
Calenzano;ITA;43.8652493;11.1673685;Found in ITA
Kumanovo;"ALB;SRB;BGR;GRC;MKD";43.2369343;22.5140981;Found in SRB
Cassano;ITA;45.5263333;9.5214907;Found in ITA
West Udine;ITA;-20.4697712;-54.5722443;Found (Global Search)
Rondissone;ITA;45.2467747;7.9654263;Found in ITA
Lacchiarella;ITA;45.3215749;9.137322;Found in ITA
La Planamorella;ESP;;;Not Found
Gozon;ESP;43.6056854;-5.8430274;Found in ESP
Cartuja;;37.4072404;-6.0101215;Found (Global Search)
Magenta;ITA;45.4653931;8.8838429;Found in ITA
Or Stevin -;"BEL;ISL";;;Not Found
Leiston;"BEL;GBR";52.20648;1.5764329;Found in GBR
Kreis Segeberg;DEU;53.9337148;10.1202933;Found in DEU
Kandeliousa;GRC;;;Not Found
Emdenost;DEU;;;Not Found
Fridão;PRT;41.3097793;-8.0343377;Found in PRT
Nor--;DEU;50.0845873;8.2410945;Found in DEU
Schleswig-Hostein;DEU;;;Not Found
Deliceto;ITA;41.223026;15.38585;Found in ITA
Syrna;GRC;36.3428919;26.6817467;Found in GRC
Herbertingen;DEU;48.0600681;9.4346544;Found in DEU
Rommelsbach;DEU;48.53153;9.2043979;Found in DEU
Wullenstetten;"AUT;DEU";48.3164069;10.0688595;Found in DEU
Menuel;"FRA;GBR";49.4973976;-1.614217;Found in FRA
Mühlbach, Baden-Württemberg, Germany;"AUT;BEL;DEU;FRA";49.1001889;8.8999895;Found in DEU
Grafenrheinfeld;DEU;49.9906668;10.2098923;Found in DEU
Vierraden;DEU;53.0978481;14.29611;Found in DEU
Lv-Grobina;DEU;56.5368569;21.1676042;Found (Global Search)
Pleinting;"AUT;DEU";48.6604745;13.119804;Found in DEU
Revsing;"DNK;GBR";55.5073104;9.1751007;Found in DNK
Kyndby;DNK;55.7949477;11.919063;Found in DNK
Prizren;"ALB;SRB;BGR;GRC;MKD";41.3099555;19.4854573;Found in ALB
Paide;"EST;LTU;LVA;POL";58.8869266;25.5699121;Found in EST
Mandarins, Coquelles, France;"FRA;GBR";;;Not Found
Gramme;"BEL;FRA";50.4162907;4.4470469;Found in BEL
Valmiera;"EST;LTU;LVA;POL";57.5389148;25.4261688;Found in LVA
Bonaduz;"CHE;ITA";46.81132;9.3984396;Found in CHE
Bentwisch;"DEU;DNK";54.1162169;12.2022371;Found in DEU
Endrup;"DEU;DNK";55.5234974;8.7183108;Found in DNK
Pembroke;"GBR;IRL";51.674041;-4.908674;Found in GBR
Pentir;"GBR;IRL";53.1958891;-4.1607536;Found in GBR
Peterhead;NOR;58.7188773;9.2394904;Found in NOR
Elk Bis;"EST;LTU;LVA;POL";53.8289897;22.3528753;Found (Global Search)
S. Barbara;ITA;40.1805803;15.2567411;Found in ITA
Herderen;"AUT;BEL";50.8070274;5.5742306;Found in BEL
Herderen;"AUT;BEL;ISL";50.8070274;5.5742306;Found in BEL
La Bâtiaz;"CHE;FRA";46.1032087;7.0649002;Found in CHE
Doel;BEL;51.3111156;4.2643189;Found in BEL
Riga Hpp;"EST;LVA";;;Not Found
Paneveys;"LTU;LVA";;;Not Found
Bonaduz - Grynau;CHE;;;Not Found
Dahlem;"BEL;DEU";52.4573805;13.2810976;Found in DEU
Indian Queens;"ESP;FRA;GBR";50.3932571;-4.9316166;Found in GBR
Oradea Sud;"HUN;ROU";47.0517876;21.9180327;Found in ROU
Saucats;"ESP;FRA";44.652798;-0.5958896;Found in FRA
Marsillon;"ESP;FRA";43.3907503;-0.5999697;Found in FRA
Romanel;CHE;46.5564288;6.5101067;Found in CHE
Belgrade West;SRB;44.8915245;20.0787269;Found in SRB
Lavorgo;CHE;46.4417898;8.8403869;Found in CHE
Tabarderie;FRA;47.7464772;2.5249655;Found in FRA
Bajina Basta;"ISL;SRB";43.9712226;19.5660149;Found in SRB
Saint Vulbas;"CHE;FRA";45.8306;5.28959;Found in FRA
Santiponce;;37.4355931;-6.039916;Found (Global Search)
Ulrichen;CHE;46.5065607;8.3049713;Found in CHE
Eichstetten;"DEU;FRA";48.0938296;7.7314344;Found in DEU
Dunowo;"DNK;POL";54.1097161;16.1077967;Found in POL
Airolo;CHE;46.5290309;8.6086045;Found in CHE
Vester Hassing;"DNK;SWE";57.0682098;10.1253165;Found in DNK
Uchtelfangen;"DEU;FRA";49.3788373;7.0194399;Found in DEU
Diele De;"DEU;NLD";53.1201491;7.3117171;Found in DEU
Lubmin;DEU;54.1322013;13.6137922;Found in DEU
Limmern;CHE;47.5292775;7.6066558;Found in CHE
Ichaso;;43.0724109;-2.2579219;Found (Global Search)
Mettlen Bonaduz;"AUT;CHE;DEU";;;Not Found
Robbia;CHE;46.3480719;10.0625897;Found in CHE
Chamoson;;46.2013342;7.2232538;Found (Global Search)
Gnewitz;"DEU;SWE";54.0788474;12.5132459;Found in DEU
Djerdap;"DEU;ROU;SRB";44.6713001;22.5294117;Found in ROU
Sombor;"HRV;SRB";45.7727397;19.1147036;Found in SRB
Verzasca;CHE;46.2802833;8.8039646;Found in CHE
N.A.;"DEU;POL";51.5902265;7.3187517;Found in DEU
N.A.;;51.566874;4.9284972;Found (Global Search)
Eisenhuettenstadt;"DEU;POL";52.1448863;14.6294413;Found in DEU
Tuzla;"BIH;HRV";44.539298;18.6749337;Found in BIH
Razbojiste;"BIH;HRV";43.028309;18.0026488;Found in BIH
Nant De Drance;CHE;46.0631174;6.904579;Found in CHE
Moulaine;"BEL;FRA";49.5017543;5.8170894;Found in FRA
Tiengen;"CHE;DEU";47.9842416;7.7153083;Found in DEU
Vignole;ITA;46.1397174;12.1251706;Found in ITA
Mühleberg;CHE;46.9533705;7.2615937;Found in CHE
La Spezia;"ESP;FRA;ITA";39.9622582;-4.8136319;Found in ESP
Pradella Ova Spin;CHE;46.7458375;10.2372666;Found in CHE
Tba E.G. Mongstad Kollsnes Fana;NOR;;;Not Found
Exeter;"ESP;FRA;GBR";48.1275416;-1.6565201;Found in FRA
Wurmlach;"AUT;ITA";46.6575156;13.0153778;Found in AUT
Barnabos;"FRA;GBR";49.6599168;0.9887959;Found in FRA
Peterhead;"GBR;NOR";57.5052909;-1.7813194;Found in GBR
Warande;"FRA;GBR";50.9483068;2.1732052;Found in FRA
Mese;"CHE;ITA";47.294048;8.228263;Found in CHE
Bellacorick Mayo;"GBR;IRL";54.119444;-9.579444;Found in IRL
Krajnik;"DEU;POL";53.1974005;14.4697273;Found in POL
Plewiska;"DEU;POL";52.3665196;16.809783;Found in POL
Mires;LBY;47.5177272;24.6570057;Found (Global Search)
Korakia;"CYP;GRC;ISR";37.3602992;23.0640977;Found in GRC
Wilster;"DEU;NOR";53.9233519;9.3741366;Found in DEU
Atherinolakkos Crete;GRC;35.0092665;26.1286721;Found in GRC
Syrna;"EGY;GRC";36.3428919;26.6817467;Found in GRC
Pergousa;"EGY;GRC";36.5876335;27.0380816;Found in GRC
Kilroot;IRL;54.7317451;-5.7681522;Found in IRL
Kassoe;"DEU;DNK";55.0367981;9.2343302;Found in DNK
Greenwire South Ac;"GBR;IRL";;;Not Found
Greenwire North Ac;"GBR;IRL";;;Not Found
Doetinchem;"DEU;NLD";51.9585348;6.2814551;Found in NLD
Nea Santa;"BGR;GRC";40.842266;22.9204109;Found in GRC
Pentir;IRL;53.1958891;-4.1607536;Found (Global Search)
Suvereto;"FRA;ITA";43.079015;10.6786806;Found in ITA
Lixhe;"BEL;DEU";50.7550757;5.680109;Found in BEL
Hamburgnord;DEU;;;Not Found
Tauern;AUT;47.4677763;10.7621855;Found in AUT
St. Peter;"AUT;DEU";46.6202311;14.3350043;Found in AUT
Tiengen;;47.9842416;7.7153083;Found (Global Search)
Neuravensburg, Germany;"AUT;DEU";47.637856;9.7590432;Found in DEU
Zaule;"ITA;SVN";45.6020573;13.8072599;Found in ITA
Vrtojba;"ITA;SVN";45.9119936;13.635357;Found in SVN
Podlog;"AUT;SVN";45.526278;15.1896499;Found in SVN
Hanekenfähr;;52.471518;7.3031386;Found (Global Search)
Stade;DEU;53.599794;9.475438;Found in DEU
Gonyu;"HUN;SVK";47.7331432;17.8279231;Found in HUN
Sajoivanka;"HUN;SVK";48.2661062;20.5793709;Found in HUN
Lastva;"ITA;MNE";42.8395974;19.2490342;Found in MNE
Ganderkesee;DEU;53.0344984;8.5451469;Found in DEU
Merzen;DEU;52.4776488;7.8307739;Found in DEU
Cloppenburg;DEU;52.8461339;8.0438783;Found in DEU
Dörpenwest;DEU;;;Not Found
Ensdorf;"DEU;FRA";49.3510828;11.9159876;Found in DEU
Courcelles;BEL;50.4574699;4.376008;Found in BEL
Leskovac;"BGR;SRB";42.9951304;21.9464271;Found in SRB
Fano;ITA;43.8424173;13.0146632;Found in ITA
Pljevlja;"BIH;MNE;SRB";43.3561668;19.3578632;Found in MNE
Tpp Tuzla;"BIH;HRV";;;Not Found
Melina;"BIH;HRV";44.3730687;17.4548804;Found in BIH
Konjsko;"BIH;HRV";42.6444321;18.4768641;Found in BIH
Djerdap;"ROU;SRB";44.6713001;22.5294117;Found in ROU
Geertruidenberg;NLD;51.6961662;4.8778438;Found in NLD
Maasbracht;NLD;51.1428567;5.8830683;Found in NLD
Dodewaard;NLD;51.9140052;5.6569388;Found in NLD
Rilland;NLD;51.4164747;4.1812417;Found in NLD
Tilburg;"BEL;NLD";51.4461532;4.9253004;Found in BEL
Vierverlaten;NLD;53.2131296;6.485299;Found in NLD
Hawthorn Pit;GBR;;;Not Found
Steinach;"AUT;ITA";47.09176;11.46526;Found in AUT
Heviz Hu Zerjavinec;"HRV;HUN;SVN";;;Not Found
Bitola;"GRC;MKD";41.0316005;21.3302511;Found in MKD
Bleiswijk;NLD;52.0109579;4.5310837;Found in NLD
Maasbracht;"BEL;NLD";51.1428567;5.8830683;Found in NLD
Bitenai, Lithuania;LTU;55.0778055;22.0457311;Found in LTU
Ignalinos Ae;"EST;LTU;LVA;POL";55.6072196;26.4271193;Found in LTU
Valkininkai;LTU;54.3589408;24.8416634;Found in LTU
Guenes;ESP;43.2090164;-3.094502;Found in ESP
Ichaso;ESP;43.0724109;-2.2579219;Found in ESP
Azpeitia;ESP;43.1838618;-2.2657422;Found in ESP
Inhausen;DEU;48.1143825;12.5531413;Found in DEU
Siedenbrünzowalt Telinbartow;DEU;;;Not Found
Cirkovce;;46.3948524;15.727405;Found (Global Search)
Bericevo, Slovenia;;46.0882874;14.620545;Found (Global Search)
Border It-Si;SVN;46.8685891;16.2152161;Found in SVN
Linoperamata;"EGY;GRC;LBY";35.3379922;25.050432;Found in GRC
Elbasan;"ALB;MKD";41.1126792;20.0820858;Found in ALB
Stevin Substation, Zeebrugge, Belgium;BEL;;;Not Found
Sanitzdettmannsdorf;DEU;;;Not Found
Fedderwarden;"DEU;GBR";53.5628789;8.044606;Found in DEU
Büttel;DEU;53.899972;9.2284119;Found in DEU
Bitenai, Lithuania;"EST;LTU;LVA;POL";55.0778055;22.0457311;Found in LTU
Kruonis Hydroelectric, Lithuania;;;;Not Found
Emden Borßum;DEU;53.3489611;7.2269208;Found in DEU
Zydowo Kierzkowo;"EST;LTU;LVA;POL";54.0251553;16.7070228;Found in POL
Gdansk Blonia;"EST;LTU;LVA;POL";54.3441805;18.7003325;Found in POL
Diele;DEU;53.1201491;7.3117171;Found in DEU
Divor;PRT;38.6553368;-7.9864649;Found in PRT
Polkowice;"DEU;POL";51.5039288;16.0713371;Found in POL
Gb Hunterston;GBR;55.7219368;-4.889448;Found in GBR
Mesogeia St Stefanos;"EGY;GRC";;;Not Found
Huutokoski;FIN;62.2100548;27.6889013;Found in FIN
Eemshaven;"DEU;NLD";53.448402;6.8465032;Found in NLD
Polsum;DEU;51.6264919;7.0528322;Found in DEU
Mua;LTU;55.9353864;23.3129936;Found in LTU
Hikiä;FIN;60.7537835;24.9232848;Found in FIN
Vardiste;"BGR;SRB";43.504508;20.8696831;Found in SRB
Višegrad, Bosnia and Herzegovina;"BGR;BIH;MNE;SRB";43.7864291;19.294097;Found in BIH
Kos;GRC;36.7936933;27.0848266;Found in GRC
Niederlangen Germany;"DEU;GBR";52.8570158;7.2819679;Found in DEU
Mablethorpe Lincolnshire;"DNK;GBR";53.3408271;0.2606772;Found in GBR
Marsa Matruh, Egypt;"EGY;GRC";31.3528567;27.2395262;Found in EGY
Pyhänselkä;"FIN;SWE";;;Not Found
Zell-Ziller;AUT;47.2335951;11.881991;Found in AUT
Molai;GRC;36.8042092;22.8518021;Found in GRC
Koumoundouros;GRC;36.9376009;22.1981823;Found in GRC
Plat;HRV;42.610048;18.2265638;Found in HRV
Mettlen;"CHE;DEU";47.5310946;9.1235528;Found in CHE
Vize Havza;"BGR;TUR";41.5164827;27.7592538;Found in TUR
Babaeski;"GRC;TUR";41.4302616;27.0917789;Found in TUR
Grobiņa, Latvia;"LVA;SWE";56.5368569;21.1676042;Found in LVA
Sándorfalva;"HUN;SRB";46.3657365;20.1042174;Found in HUN
Novi Sad;"HUN;SRB";45.2522389;19.8491163;Found in HUN
Sremska Mitrovica;"HUN;SRB";44.9685558;19.6083864;Found in SRB
Ch. Mogila;"BGR;GRC;MKD";42.5029099;26.5960799;Found in BGR
Elbasan;"ALB;GRC;LBY";41.1126792;20.0820858;Found in ALB
Not Applicable - Connection Point At Sea-Socket Platform;IRL;;;Not Found
Paide;EST;58.8869266;25.5699121;Found in EST
Saaremaa-;"EST;LVA";58.27382;22.2771058;Found in EST
Derbenai;"EST;LVA";;;Not Found
Telšiai, Lithuania;"EST;LVA";55.9846135;22.2490753;Found (Global Search)
Eichstetten;DEU;48.0938296;7.7314344;Found in DEU
Ee;"EST;FIN";59.409009;24.7369572;Found in EST
Dk;"DNK;SWE";55.3784263;9.1318064;Found in DNK
Röhrsdorf;"CZE;DEU";50.7918632;14.596773;Found in CZE
Bünzwangen;DEU;48.7091394;9.5461178;Found in DEU
Sindi;"EST;FIN";58.4075128;24.6583155;Found in EST
Kiisa;"EST;FIN";59.2378619;24.6874798;Found in EST
Roost;"DEU;LUX";51.7378867;7.1837526;Found in DEU
Revsing;"BEL;DNK";55.5073104;9.1751007;Found in DNK
Toivila;FIN;60.4948324;22.9735019;Found in FIN
Petäjävesi;FIN;62.2504776;25.2004692;Found in FIN
Constanta Sud;"GEO;ROU";44.1362693;28.6200349;Found in ROU
Hemsjo;"LTU;LVA;SWE";57.8445086;12.4771385;Found in SWE
Hikiä;"EST;FIN";60.7537835;24.9232848;Found in FIN
Philippoi, Kavala, Greece;"GRC;TUR";41.0131482;24.3053889;Found in GRC
Musa;LTU;54.9365177;24.9125585;Found in LTU
Weißenthurm;DEU;50.4145192;7.4557539;Found in DEU
Damietta, Egypt;"CYP;EGY";31.4167427;31.8213657;Found in EGY
Annunziata;ITA;44.6365156;7.9540168;Found in ITA
Thesprotia;"GRC;ITA";39.5440124;20.3083554;Found in GRC
Parndorf;AUT;47.9973956;16.8608307;Found in AUT
Weißenbach;AUT;47.7998147;13.5361361;Found in AUT
Liviere;FRA;43.7723481;4.1810379;Found in FRA
Lavera;FRA;43.7893344;7.2664355;Found in FRA
Menuel;FRA;49.4973976;-1.614217;Found in FRA
Tourbe;FRA;49.1020774;4.6699851;Found in FRA
Pluvigner;FRA;47.7770909;-3.0095755;Found in FRA
Grandzay;FRA;;;Not Found
Timisoara-Sacalaz;"ROU;SRB";;;Not Found
Hasdat;"HUN;ROU";48.5290778;21.3479769;Found in HUN
Tumbri;"BIH;HRV";45.6744997;15.8626015;Found in HRV
Zellziller;AUT;;;Not Found
Dürnrohr;AUT;48.3317967;15.8991336;Found in AUT
Bekescsaba;"HUN;ROU";46.6798003;21.0985425;Found in HUN
Wien Südost;AUT;48.1594601;16.3955937;Found in AUT
Zaya;AUT;48.572361;16.6226835;Found in AUT
Gironde Loire-Atlantique Link;FRA;;;Not Found
Le Havre Port Jérôme Area;FRA;;;Not Found
Dauersberg;DEU;50.7680882;7.8426923;Found in DEU
Fos Sur Mer - Realtor Area;FRA;;;Not Found
Western Saaremaa Off-Shore;"EST;LVA";;;Not Found
Paide;"EST;LVA";58.8869266;25.5699121;Found in EST
Avenza;ITA;44.0470099;10.0622156;Found in ITA
Forlì;ITA;44.2227278;12.041273;Found in ITA
Latina;ITA;41.4595261;13.0125912;Found in ITA
Montalto Di Castro;ITA;42.3515417;11.6072988;Found in ITA
Moerdijk;"GBR;NLD";51.6627723;4.5255922;Found in NLD
Tjele;"DNK;NOR";56.5120126;9.6099502;Found in DNK
La Spezia;"DZA;ITA;TUN";44.238366;9.6912326;Found in ITA
Suvereto;"DZA;ITA;TUN";43.079015;10.6786806;Found in ITA
Tougourt;"DZA;ITA;TUN";33.1054499;6.0685719;Found in DZA
Bentwischlü Dershagen;DEU;;;Not Found
Ramis;"ESP;ITA";41.4316504;1.3456479;Found in ESP
Brünzowkemnitz;"DEU;EST;LVA";;;Not Found
Nor--X;"DEU;NLD";52.4880287;13.4135468;Found in DEU
Doel;"BEL;NLD";51.3111156;4.2643189;Found in BEL
Cordemais;FRA;47.2909306;-1.8762761;Found in FRA
Gadalin;"MDA;ROU";46.8402209;23.8485171;Found in ROU
Bürstadt;DEU;49.6531823;8.4747076;Found in DEU
Marxheim;DEU;48.7405104;10.9444427;Found in DEU
Albertirsa;"HUN;ROU";47.2457295;19.6127835;Found in HUN
Constanta South;"HUN;ROU";44.1001557;28.6621511;Found in ROU
Thesprotia;"ALB;GRC";39.5440124;20.3083554;Found in GRC
Malta;"MLT;TUN";35.9311442;14.3951627;Found in MLT
Ottenhofen;"DEU;GRC";48.2157282;11.8799783;Found in DEU
Thesprotia;GRC;39.5440124;20.3083554;Found in GRC
Sobrado;PRT;41.2115102;-8.4652622;Found in PRT
Laufenburg;CHE;47.5123142;8.0527082;Found in CHE
Breite;CHE;47.5518091;7.6178526;Found in CHE
Rimavska Sobotá;"HUN;SVK";48.3833603;20.0180584;Found in SVK
Nea Santa;"BGR;CZE;GRC;HUN;MKD;POL;ROU;SVK";40.842266;22.9204109;Found in GRC
Lagadas;"BGR;CZE;GRC;HUN;MKD;POL;ROU;SVK";40.7435204;23.0106094;Found in GRC
Draganesti Olt;"BGR;CZE;GRC;HUN;MKD;POL;ROU;SVK";44.1684732;24.5219723;Found in ROU
Bucuresti Sud;"BGR;CZE;GRC;HUN;MKD;POL;ROU;SVK";44.4263475;26.0885466;Found in ROU
Zlatitsa;"BGR;CZE;GRC;HUN;MKD;POL;ROU;SVK";42.7116955;24.1389525;Found in BGR
Velké Kapuany;"SVK;UKR";;;Not Found
Isaccea;"ROU;UKR";45.2721887;28.4571456;Found in ROU
Gnyü;"HUN;SVK";;;Not Found
Heviz Hu Zerjavenec;"HRV;SVN";;;Not Found
Cirkovce;SVN;46.3948524;15.727405;Found in SVN
Pristina;"ALB;SRB";42.7461765;21.1196421;Found in ALB
Shtip;"MKD;SRB";41.7374724;22.1935856;Found in MKD
Pancevo;"ROU;SRB";44.8705686;20.6399643;Found in SRB
Nea Santa, Kilkis, Greece;"BGR;GRC";40.842266;22.9204109;Found in GRC
Plovdiv;"BGR;GRC";42.1418541;24.7499297;Found in BGR
Burgas;"BGR;GRC";42.4936616;27.4721276;Found in BGR
Gutinas;"BGR;ROU";46.206674;26.8205276;Found in ROU
Suceava;ROU;47.5326535;25.8345939;Found in ROU
Ponte De Lima;PRT;41.7675021;-8.5830992;Found in PRT
Cechy Stred;CZE;50.1430716;14.7682478;Found in CZE
Bezdecin;CZE;50.3856533;14.8985107;Found in CZE
Prestice;CZE;49.5726096;13.3295697;Found in CZE
V;CZE;49.6777349;18.3674323;Found in CZE
Cebin;CZE;49.3082989;16.479781;Found in CZE
Olsztyn Mtki;POL;;;Not Found
Swiebodzice;POL;50.859573;16.3196056;Found in POL
Baixas;"ESP;FRA";41.3976336;2.144627;Found in ESP
Pl-Lt Border;POL;54.5622881;25.6468523;Found (Global Search)
Miosna;POL;;;Not Found
Narew;POL;53.129655;22.8169803;Found in POL
Stanislawow;"LTU;POL";52.2897723;21.5471724;Found in POL
Pl-Lt Border;LTU;54.5622881;25.6468523;Found (Global Search)
Telšiai, Lithuania;LTU;55.9846135;22.2490753;Found in LTU
Cubnezais;"ESP;FRA";45.07378;-0.40786;Found in FRA
Neris;"EST;LTU;LVA;POL";54.7017168;25.3090852;Found in LTU
Nybro;"LTU;SWE";56.7444911;15.9075145;Found in SWE
Imanta, Riga, Latvia;LVA;56.957484;24.0170733;Found in LVA
Messaure;"FIN;SWE";66.6852536;20.3351379;Found in SWE
Karlslund;SWE;55.891077;12.8385758;Found in SWE
Feira;PRT;40.9316799;-8.5523062;Found in PRT
Blyth;"GBR;NOR";55.1270903;-1.5099726;Found in GBR
Eemshaven;"DNK;NLD";53.448402;6.8465032;Found in NLD
Endrup;DNK;55.5234974;8.7183108;Found in DNK
Tilburg;NLD;51.5856185;5.0660616;Found in NLD
Gezelle;"BEL;GBR";50.9504799;3.128628;Found in BEL
Lillo - Liefkenshoek;BEL;;;Not Found
Berchem;LUX;49.5427666;6.1338106;Found in LUX
Canterbury;GBR;51.2800275;1.0802533;Found in GBR
Dungeness;GBR;50.9141783;0.9728941;Found in GBR
