Inv_index,Tstart,Tstop,from,to,Inv_Line_Length_km,Inv_Technology,Capacity_MW,Voltage_kV,Inv_Element type,Project_Country_ISO3,Project_N_Countries,Project_Region,Project_Jurisdiction,Infr_Type,Inv_Element_Category,Inv_Environment,Covid19,NewDirective
1034,2024.0,2026.0,2,2,330.0,AC,700.0,220.0,OnshoreACTransmissionCable,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1035,2014.0,2016.0,2,3,0.0,AC,0.0,400.0,OnshoreSubstation,POL,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
1035,2016.0,2022.0,3,4,0.0,AC,0.0,400.0,OnshoreSubstation,POL,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,0
1035,2022.0,2024.0,4,5,0.0,AC,0.0,400.0,OnshoreSubstation,POL,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1036,2014.0,2016.0,4,5,0.0,AC,500.0,400.0,Substation,BEL,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
1037,2014.0,2016.0,4,5,0.0,AC,500.0,400.0,Substation,LTU;POL,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
1038,2014.0,2018.0,2,6,,DC,500.0,400.0,Substation,LTU,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
1039,2014.0,2018.0,2,6,,AC,800.0,380.0,Substation,ITA,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
1041,2014.0,2022.0,2,4,350.0,AC,0.0,220.0,ACTransmissionLine,ITA,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,0
1041,2022.0,2026.0,4,4,350.0,AC,0.0,220.0,ACTransmissionLine,ITA,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1042,2014.0,2015.0,3,6,270.0,DC,537.0,500.0,Subsea Cable,GRC,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
1043,2014.0,2016.0,2,6,80.0,AC,1000.0,380.0,Overhead Line,AUT,1.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1045,2014.0,2016.0,3,4,10.0,AC,1000.0,380.0,Overhead Line,AUT;BEL,2.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1045,2016.0,2018.0,4,5,10.0,AC,1000.0,380.0,Overhead Line,AUT;BEL,2.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1048,2014.0,2016.0,1,6,,AC,,380.0,Overhead Line,AUT;BEL;ISL,3.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
1049,2014.0,2015.0,1,6,40.0,AC,1000.0,220.0,Underground Cable,AUT;ITA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1050,2014.0,2015.0,2,1,90.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1050,2015.0,2020.0,1,2,90.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1050,2020.0,2024.0,2,6,90.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1051,2014.0,2020.0,1,6,65.0,AC,400.0,400.0,Overhead Line,CHE;FRA,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1053,2014.0,2018.0,1,6,100.0,DC,1000.0,320.0,Underground Cable,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
1054,2014.0,2015.0,2,6,310.0,DC,1000.0,500.0,Subsea Cable,CYP;ISR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1062,2014.0,2018.0,1,3,15.0,AC,600.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1062,2018.0,2020.0,3,4,15.0,AC,600.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,1
1062,2020.0,2022.0,4,5,15.0,AC,600.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1063,2014.0,2018.0,1,6,12.0,AC,600.0,330.0,Overhead Line,EST;LVA;LTU;POL,4.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1064,2014.0,2018.0,1,6,88.0,AC,600.0,330.0,Overhead Line,LTU;LVA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1065,2014.0,2018.0,1,6,127.0,AC,600.0,330.0,Overhead Line,LTU;LVA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1068,2014.0,2015.0,4,5,,AC,,400.0,Overhead Line,ESP,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
1069,2014.0,2018.0,3,5,68.0,AC,1420.0,400.0,Overhead Line,ESP,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
1070,2014.0,2015.0,3,4,34.0,AC,1420.0,400.0,Overhead Line,ESP,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
1070,2015.0,2016.0,4,5,34.0,AC,1420.0,400.0,Overhead Line,ESP,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
1071,2014.0,2016.0,3,6,35.0,AC,300.0,220.0,Underground Cable,AUT;ITA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1075,2014.0,2016.0,3,4,55.0,AC,1095.0,400.0,Overhead Line,SRB;MNE;BIH,3.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
1075,2016.0,2018.0,4,6,55.0,AC,1095.0,400.0,Overhead Line,SRB;MNE;BIH,3.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
1076,2014.0,2016.0,3,4,,AC,1095.0,400.0,Substation,SRB;MNE;BIH,3.0,Extra-EU,Internal,Upgrade,Nodal Infrastructure,Onshore,0,0
1076,2016.0,2018.0,4,6,,AC,1095.0,400.0,Substation,SRB;MNE;BIH,3.0,Extra-EU,Internal,Upgrade,Nodal Infrastructure,Onshore,0,0
1082,2014.0,2020.0,1,6,1000.0,DC,0.0,500.0,Subsea Cable,GBR;ISL,2.0,Extra-EU,Internal,New,Cable/Line,Offshore,0,0
1099,2014.0,2015.0,2,1,,AC,,380.0,Overhead Line,CHE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
1099,2015.0,2016.0,1,6,,AC,,380.0,Overhead Line,CHE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
1107,2014.0,2016.0,1,2,110.0,DC,2000.0,525.0,DCTransmissionLine,BEL;DEU,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1107,2016.0,2018.0,2,1,110.0,DC,2000.0,525.0,DCTransmissionLine,BEL;DEU,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1107,2018.0,2026.0,1,1,110.0,DC,2000.0,525.0,DCTransmissionLine,BEL;DEU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1111,2014.0,2016.0,1,6,,DC,,,Subsea Cable,ESP;FRA;GBR,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1112,2014.0,2015.0,2,6,,AC,,400.0,Overhead Line,BGR,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
1113,2014.0,2015.0,2,6,,DC,1500.0,,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1117,2016.0,2018.0,2,6,,DC,500.0,330.0,Substation,EST;LVA;LTU;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
1118,2016.0,2020.0,2,1,0.0,AC,0.0,330.0,Compensation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
1118,2020.0,2024.0,1,6,0.0,AC,0.0,330.0,Compensation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1205,2016.0,2022.0,1,2,90.0,AC,0.0,400.0,ACTransmissionLine,HUN;ROU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,0
1205,2022.0,2026.0,2,2,90.0,AC,0.0,400.0,ACTransmissionLine,HUN;ROU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1206,2016.0,2024.0,2,1,225.0,DC,2000.0,320.0,DCTransmissionLine,ESP;FRA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,0
1206,2024.0,2026.0,1,1,225.0,DC,2000.0,320.0,DCTransmissionLine,ESP;FRA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1207,2016.0,2024.0,2,1,70.0,AC,0.0,400.0,ACTransmissionLine,ESP;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,0
1207,2024.0,2026.0,1,1,70.0,AC,0.0,400.0,ACTransmissionLine,ESP;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1208,2016.0,2024.0,2,6,80.0,AC,0.0,400.0,ACTransmissionLine,ESP;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,0
1209,2016.0,2018.0,1,6,,AC,,400.0,Substation,SRB,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,0,0
1210,2016.0,2026.0,2,2,0.0,AC,0.0,400.0,OnshoreSubstation,ESP;FRA,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,0
1211,2016.0,2024.0,2,1,120.0,DC,2000.0,320.0,DCTransmissionLine,ESP;FRA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,0
1211,2024.0,2026.0,1,1,120.0,DC,2000.0,320.0,DCTransmissionLine,ESP;FRA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1212,2016.0,2026.0,2,2,110.0,AC,0.0,400.0,ACTransmissionLine,ESP;FRA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,0
1214,2016.0,2026.0,2,6,0.0,AC,0.0,400.0,OnshoreSubstation,ESP;FRA,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,0
1215,2016.0,2026.0,2,2,0.0,AC,0.0,400.0,OnshoreSubstation,ESP;FRA,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,0
1217,2016.0,2018.0,1,6,60.0,AC,,400.0,Overhead Line,SRB,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
1218,2016.0,2018.0,1,6,72.0,AC,,400.0,Overhead Line,ISL;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
1219,2016.0,2018.0,1,6,300.0,AC,3000.0,400.0,Overhead Line,FRA,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
1220,2016.0,2018.0,1,6,,AC,,220.0,Substation,ISL;SRB,2.0,Extra-EU,Internal,Upgrade,Nodal Infrastructure,Onshore,0,0
1221,2016.0,2018.0,1,6,80.0,AC,3500.0,400.0,Overhead Line,FRA,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1222,2016.0,2018.0,1,6,48.0,AC,,400.0,Overhead Line,ISL;SRB,2.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1223,2016.0,2018.0,1,6,80.0,AC,,400.0,Overhead Line,ISL;SRB,2.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1224,2016.0,2022.0,1,6,21.0,AC,700.0,400.0,ACTransmissionLine,CHE;FRA,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,1,0
1225,2016.0,2024.0,1,6,0.0,AC,0.0,400.0,PhaseShiftingTransformer,CHE;FRA,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,0
1226,2016.0,2018.0,1,6,25.0,AC,1000.0,400.0,Overhead Line,CHE;FRA,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
1227,2016.0,2018.0,1,6,200.0,DC,1000.0,320.0,Underground Cable,CHE;FRA,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
1228,2016.0,2018.0,2,4,34.0,AC,,220.0,Overhead Line,,,Unknown,Internal,Upgrade,Cable/Line,Onshore,0,0
1228,2018.0,2020.0,4,5,34.0,AC,,220.0,Overhead Line,,,Unknown,Internal,Upgrade,Cable/Line,Onshore,0,1
1229,2016.0,2018.0,2,3,13.0,AC,,220.0,Overhead Line,,,Unknown,Internal,Upgrade,Cable/Line,Onshore,0,0
1229,2018.0,2020.0,3,5,13.0,AC,,220.0,Overhead Line,,,Unknown,Internal,Upgrade,Cable/Line,Onshore,0,1
1231,2016.0,2024.0,2,3,32.0,AC,0.0,400.0,ACTransmissionLine,DEU;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,0
1231,2024.0,2026.0,3,3,32.0,AC,0.0,400.0,ACTransmissionLine,DEU;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1232,2016.0,2020.0,2,3,147.0,AC,0.0,400.0,ACTransmissionLine,POL,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
1232,2020.0,2022.0,3,4,147.0,AC,0.0,400.0,ACTransmissionLine,POL,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1232,2022.0,2024.0,4,5,147.0,AC,0.0,400.0,ACTransmissionLine,POL,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1234,2016.0,2018.0,1,6,171.0,DC,600.0,400.0,Subsea Cable,BEL;DEU;DNK,3.0,EU,Cross-border,New,Cable/Line,Offshore,0,0
1235,2016.0,2022.0,1,6,,AC,3000.0,400.0,Overhead Line,ESP,1.0,EU,Internal,New,Cable/Line,Onshore,1,0
1236,2016.0,2022.0,1,6,330.0,DC,600.0,400.0,OffshoreDCTransmissionCable,DNK;POL,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,0
1239,2016.0,2018.0,1,6,325.0,DC,700.0,320.0,Subsea Cable,DNK;NLD,2.0,EU,Cross-border,New,Cable/Line,Offshore,0,0
1240,2016.0,2018.0,1,6,90.0,DC,300.0,300.0,Subsea Cable,DNK;SWE,2.0,EU,Cross-border,Missing Data,Cable/Line,Offshore,0,0
1241,2016.0,2026.0,1,1,250.0,DC,800.0,500.0,OffshoreDCTransmissionCable,FIN;SWE,2.0,EU,Cross-border,Missing Data,Cable/Line,Offshore,1,0
1242,2016.0,2018.0,1,6,36.0,AC,1500.0,380.0,Overhead Line,DEU,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1245,2016.0,2024.0,2,3,65.0,AC,0.0,400.0,ACTransmissionLine,DEU;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,0
1245,2024.0,2026.0,3,3,65.0,AC,0.0,400.0,ACTransmissionLine,DEU;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1246,2016.0,2018.0,2,4,27.0,AC,,380.0,ACTransmissionLine,DEU;NLD,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1246,2018.0,2022.0,4,5,27.0,AC,,380.0,ACTransmissionLine,DEU;NLD,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1248,2016.0,2018.0,1,3,,AC,500.0,220.0,Subsea Cable,DEU,1.0,EU,Internal,,Cable/Line,Offshore,0,0
1248,2018.0,2020.0,3,6,,AC,500.0,220.0,Subsea Cable,DEU,1.0,EU,Internal,,Cable/Line,Offshore,0,1
1251,2016.0,2018.0,2,3,145.0,AC,,400.0,Overhead Line,,,Unknown,Internal,New,Cable/Line,Onshore,0,0
1251,2018.0,2020.0,3,6,145.0,AC,,400.0,Overhead Line,,,Unknown,Internal,New,Cable/Line,Onshore,0,1
1252,2016.0,2020.0,1,6,,AC,,380.0,Overhead Line,DEU;NLD,2.0,EU,Cross-border,,Cable/Line,Onshore,0,0
1253,2016.0,2018.0,1,6,,AC,,400.0,Overhead Line,ESP;PRT,2.0,EU,Cross-border,,Cable/Line,Onshore,0,0
1255,2016.0,2026.0,1,2,0.0,DC,1800.0,525.0,OffshoreDCTransmissionCable,GBR;NLD,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,0
1257,2016.0,2018.0,1,2,10.0,AC,,380.0,PhaseShiftingTransformer,BEL;NLD,2.0,EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,0,0
1257,2018.0,2020.0,2,4,10.0,AC,,380.0,PhaseShiftingTransformer,BEL;NLD,2.0,EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,0,1
1257,2020.0,2022.0,4,5,10.0,AC,,380.0,PhaseShiftingTransformer,BEL;NLD,2.0,EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,1,1
1258,2016.0,2024.0,1,6,1.0,AC,0.0,380.0,ACTransmissionLine,AUT;CHE;DEU,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,0
1259,2016.0,2022.0,3,6,64.0,AC,,380.0,ACTransmissionLine,CHE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,1,0
1260,2016.0,2018.0,2,6,,AC,1650.0,380.0,Overhead Line,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1261,2016.0,2020.0,3,6,,AC,,380.0,Overhead Line,,,Unknown,Internal,Upgrade,Cable/Line,Onshore,0,0
1262,2016.0,2026.0,1,6,300.0,DC,700.0,300.0,OffshoreDCTransmissionCable,DEU;SWE,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,0
1263,2016.0,2018.0,1,6,,AC,500.0,400.0,Overhead Line,DEU;ROU;SRB,3.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1264,2018.0,2026.0,1,1,,DC,,0.0,Subsea Cable,BEL,1.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1266,2016.0,2018.0,1,6,85.0,AC,800.0,400.0,Overhead Line,BGR;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
1267,2016.0,2018.0,1,6,,AC,1000.0,400.0,Overhead Line,BEL;ESP;FRA,3.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1269,2016.0,2026.0,1,1,70.0,AC,0.0,400.0,ACTransmissionLine,HRV;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,0
1270,2016.0,2022.0,1,6,40.0,AC,750.0,400.0,ACTransmissionLine,DEU;POL,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,0
1271,2016.0,2022.0,1,6,40.0,AC,750.0,400.0,ACTransmissionLine,DEU;POL,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,0
1272,2016.0,2022.0,1,6,0.0,AC,1500.0,400.0,OnshoreSubstation,DEU;POL,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,0
1273,2016.0,2020.0,1,6,60.0,AC,1500.0,400.0,Overhead Line,,,Unknown,Internal,New,Cable/Line,Onshore,0,0
1274,2016.0,2020.0,1,6,0.0,AC,1500.0,400.0,Substation,,,Unknown,Cross-border,New,Nodal Infrastructure,Onshore,0,0
1275,2016.0,2020.0,1,6,20.0,AC,1500.0,400.0,Overhead Line,DEU;POL,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1276,2016.0,2022.0,1,6,91.0,AC,500.0,400.0,ACTransmissionLine,BIH;HRV,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,1,0
1277,2016.0,2022.0,1,6,46.2,AC,500.0,400.0,ACTransmissionLine,BIH;HRV,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,1,0
1278,2016.0,2022.0,1,6,0.0,AC,500.0,400.0,OnshoreSubstation,BIH;HRV,2.0,Extra-EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,1,0
1279,2016.0,2022.0,1,6,25.0,AC,500.0,400.0,ACTransmissionLine,BIH;HRV,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,0
1281,2016.0,2018.0,1,2,0.0,AC,,220.0,PhaseShiftingTransformer,BEL;FRA,2.0,EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,0,0
1281,2018.0,2020.0,2,4,0.0,AC,,220.0,PhaseShiftingTransformer,BEL;FRA,2.0,EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,0,1
1281,2020.0,2022.0,4,5,0.0,AC,,220.0,PhaseShiftingTransformer,BEL;FRA,2.0,EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,1,1
1282,2016.0,2018.0,2,1,11.0,AC,0.0,380.0,ACTransmissionLine,CHE;DEU,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1282,2018.0,2024.0,1,2,11.0,AC,0.0,380.0,ACTransmissionLine,CHE;DEU,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1282,2024.0,2026.0,2,2,11.0,AC,0.0,380.0,ACTransmissionLine,CHE;DEU,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1283,2016.0,2018.0,2,6,67.0,AC,300.0,380.0,Overhead Line,ITA,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1284,2016.0,2018.0,3,4,49.0,AC,1500.0,380.0,Overhead Line,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1284,2018.0,2022.0,4,5,49.0,AC,1500.0,380.0,Overhead Line,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1285,2016.0,2018.0,3,2,1.0,AC,1500.0,380.0,Overhead Line,,,Unknown,Internal,New,Cable/Line,Onshore,0,0
1285,2018.0,2020.0,2,6,1.0,AC,1500.0,380.0,Overhead Line,,,Unknown,Internal,New,Cable/Line,Onshore,0,1
1286,2016.0,2022.0,3,6,124.0,AC,1500.0,380.0,Overhead Line,CHE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,1,0
1287,2016.0,2022.0,3,6,45.4,AC,1500.0,380.0,Overhead Line,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,1,0
1288,2016.0,2022.0,3,6,87.0,AC,1500.0,380.0,Overhead Line,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,1,0
1289,2016.0,2018.0,2,6,0.0,AC,1650.0,380.0,Substation,CHE,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,0,0
1290,2016.0,2022.0,2,6,1.0,AC,500.0,220.0,Overhead Line,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,1,0
1291,2016.0,2018.0,3,6,17.0,AC,500.0,220.0,Overhead Line,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1297,2016.0,2018.0,1,6,,DC,2000.0,,Subsea Cable,ESP;FRA;ITA,3.0,EU,Cross-border,New,Cable/Line,Offshore,0,0
1356,2016.0,2020.0,1,6,,DC,,320.0,Subsea Cable,NOR,1.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1369,2016.0,2018.0,2,6,,AC,,400.0,Subsea Cable,GBR;IRL,2.0,Extra-EU,Internal,New,Cable/Line,Offshore,0,0
1378,2016.0,2020.0,3,1,1308.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,ITA;TUN,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1378,2020.0,2026.0,1,1,1308.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,ITA;TUN,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1379,2016.0,2018.0,1,6,,DC,2000.0,,Subsea Cable,ESP;FRA;GBR,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1380,2016.0,2026.0,3,3,51.0,AC,0.0,220.0,ACTransmissionLine,AUT;ITA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,0
1381,2016.0,2018.0,2,3,240.0,DC,2075.0,320.0,OffshoreDCTransmissionCable,FRA;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1381,2018.0,2026.0,3,3,240.0,DC,2075.0,320.0,OffshoreDCTransmissionCable,FRA;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1382,2016.0,2018.0,3,1,665.0,DC,1400.0,500.0,OffshoreDCTransmissionCable,GBR;NOR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1382,2018.0,2020.0,1,3,665.0,DC,1400.0,500.0,OffshoreDCTransmissionCable,GBR;NOR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,1
1382,2020.0,2022.0,3,1,665.0,DC,1400.0,500.0,OffshoreDCTransmissionCable,GBR;NOR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1382,2022.0,2024.0,1,6,665.0,DC,1400.0,500.0,OffshoreDCTransmissionCable,GBR;NOR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1383,2016.0,2022.0,2,3,158.0,DC,1400.0,525.0,OffshoreDCTransmissionCable,FRA;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,0
1383,2022.0,2026.0,3,3,158.0,DC,1400.0,525.0,OffshoreDCTransmissionCable,FRA;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1384,2018.0,2026.0,3,3,14.0,AC,0.0,220.0,ACTransmissionLine,CHE;ITA,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1385,2016.0,2018.0,3,2,200.0,DC,504.0,320.0,OffshoreDCTransmissionCable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1385,2018.0,2022.0,2,4,200.0,DC,504.0,320.0,OffshoreDCTransmissionCable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1385,2022.0,2024.0,4,5,200.0,DC,504.0,320.0,OffshoreDCTransmissionCable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1386,2016.0,2018.0,1,6,,DC,1500.0,400.0,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1387,2016.0,2018.0,1,6,,AC,1500.0,400.0,Underground Cable,GBR;IRL,2.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
1389,2016.0,2018.0,1,6,,DC,,,Offshore Hub,IRL;GBR,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Offshore,0,0
1390,2016.0,2018.0,1,6,,DC,,,Offshore Hub,IRL;GBR,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Offshore,0,0
1391,2016.0,2018.0,1,6,,DC,,,Offshore Hub,IRL;GBR,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Offshore,0,0
1392,2016.0,2018.0,1,6,101.0,DC,1000.0,,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1393,2016.0,2018.0,1,6,53.0,DC,,,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1394,2016.0,2018.0,1,6,41.0,DC,1000.0,,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1395,2016.0,2018.0,1,6,,DC,,,Offshore Hub,IRL;GBR,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Offshore,0,0
1396,2016.0,2018.0,1,6,53.0,DC,500.0,,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1397,2016.0,2018.0,1,6,,DC,,,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1398,2016.0,2018.0,1,6,348.0,DC,1000.0,,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
