Inv_index,Tstart,Tstop,from,to,Inv_Line_Length_km,Inv_Technology,Capacity_MW,Voltage_kV,Inv_Element type,Project_Country_ISO3,Project_N_Countries,Project_Region,Project_Jurisdiction,Infr_Type,Inv_Element_Category,Inv_Environment,Covid19,NewDirective
1399,2016.0,2018.0,1,6,,DC,,,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1400,2016.0,2018.0,1,6,,DC,,,Substation,IRL;GBR,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
1401,2016.0,2018.0,1,6,,DC,,,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1402,2016.0,2018.0,1,6,,DC,,,Underground Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
1403,2016.0,2018.0,1,6,,DC,,,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1404,2016.0,2018.0,1,6,,DC,,,Underground Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
1405,2016.0,2018.0,1,6,,DC,3000.0,,Subsea Cable,LBY,1.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1406,2016.0,2018.0,1,6,,DC,,,Substation,IRL;GBR,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
1407,2016.0,2018.0,2,3,325.0,DC,1040.0,500.0,OffshoreDCTransmissionCable,CYP;GRC;ISR,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1407,2018.0,2024.0,3,4,325.0,DC,1040.0,500.0,OffshoreDCTransmissionCable,CYP;GRC;ISR,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1407,2024.0,2026.0,4,4,325.0,DC,1040.0,500.0,OffshoreDCTransmissionCable,CYP;GRC;ISR,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1408,2016.0,2018.0,1,6,,DC,,,Substation,IRL;GBR,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
1409,2016.0,2018.0,2,3,921.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,CYP;GRC;ISR,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1409,2018.0,2024.0,3,4,921.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,CYP;GRC;ISR,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1409,2024.0,2026.0,4,4,921.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,CYP;GRC;ISR,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1410,2018.0,2020.0,3,5,1518.0,DC,2000.0,400.0,Subsea Cable,GRC,1.0,EU,Cross-border,New,Cable/Line,Offshore,0,1
1411,2016.0,2018.0,1,6,,DC,,,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1412,2016.0,2018.0,1,6,,DC,,,Offshore Hub,IRL;GBR,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Offshore,0,0
1413,2016.0,2018.0,1,6,,DC,,,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1423,2016.0,2018.0,1,6,,DC,,,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1424,2016.0,2018.0,1,6,,DC,,,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1425,2016.0,2018.0,1,6,,DC,,,Underground Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
1426,2016.0,2018.0,1,6,,DC,,,Offshore Hub,IRL;GBR,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Offshore,0,0
1427,2016.0,2018.0,1,6,,DC,,,Substation,IRL;GBR,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
1428,2016.0,2018.0,1,6,,DC,,,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1429,2016.0,2018.0,1,6,,DC,,300.0,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1430,2016.0,2020.0,3,1,2.0,AC,0.0,400.0,OnshoreACTransmissionCable,ITA;TUN,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
1430,2020.0,2026.0,1,1,2.0,AC,0.0,400.0,OnshoreACTransmissionCable,ITA;TUN,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1431,2018.0,2020.0,3,1,245.0,DC,600.0,320.0,OffshoreDCTransmissionCable,GRC,1.0,EU,Internal,New,Cable/Line,Offshore,0,1
1431,2020.0,2024.0,1,6,245.0,DC,600.0,320.0,OffshoreDCTransmissionCable,GRC,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1432,2016.0,2020.0,3,1,250.0,DC,600.0,320.0,OffshoreDCTransmissionCable,GRC,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
1432,2020.0,2024.0,1,6,250.0,DC,600.0,320.0,OffshoreDCTransmissionCable,GRC,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1433,2016.0,2020.0,3,1,81.0,AC,0.0,220.0,OffshoreACTransmissionCable,GRC,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
1433,2020.0,2024.0,1,6,81.0,AC,0.0,220.0,OffshoreACTransmissionCable,GRC,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1434,2016.0,2020.0,3,1,15.0,AC,0.0,220.0,OffshoreACTransmissionCable,GRC,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
1434,2020.0,2024.0,1,5,15.0,AC,0.0,220.0,OffshoreACTransmissionCable,GRC,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1435,2016.0,2020.0,3,1,34.0,AC,,220.0,Subsea Cable,EGY;GRC,2.0,Extra-EU,Internal,New,Cable/Line,Offshore,0,0
1435,2020.0,2022.0,1,6,34.0,AC,,220.0,Subsea Cable,EGY;GRC,2.0,Extra-EU,Internal,New,Cable/Line,Offshore,1,1
1436,2016.0,2020.0,3,1,14.0,AC,,220.0,Subsea Cable,EGY;GRC,2.0,Extra-EU,Internal,New,Cable/Line,Offshore,0,0
1436,2020.0,2022.0,1,6,14.0,AC,,220.0,Subsea Cable,EGY;GRC,2.0,Extra-EU,Internal,New,Cable/Line,Offshore,1,1
1437,2016.0,2022.0,1,6,1330.0,DC,1800.0,500.0,Subsea Cable,ESP;FRA;GBR,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,0
1438,2016.0,2018.0,1,6,,DC,,,Subsea Cable,IRL,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
1439,2016.0,2018.0,2,6,,DC,,,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1440,2016.0,2018.0,2,6,,DC,,,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1441,2016.0,2018.0,2,6,,DC,,,Underground Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
1442,2016.0,2018.0,2,6,,AC,,,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1443,2016.0,2018.0,2,6,,AC,,,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1444,2016.0,2018.0,2,6,,AC,,,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1445,2016.0,2018.0,2,6,,AC,,,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1446,2016.0,2018.0,2,6,,AC,,,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1447,2016.0,2018.0,2,6,,DC,,,Underground Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
1448,2016.0,2018.0,2,6,,AC,,,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1449,2016.0,2018.0,2,6,,AC,,,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1450,2016.0,2018.0,2,6,,AC,,,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1452,2016.0,2018.0,1,6,130.0,AC,500.0,400.0,Overhead Line,BGR;GRC,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1453,2016.0,2018.0,1,6,,DC,,,Subsea Cable,IRL,1.0,EU,Cross-border,New,Cable/Line,Offshore,0,0
1454,2016.0,2018.0,1,6,,DC,,,Underground Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
1455,2016.0,2018.0,2,3,169.0,AC,,400.0,Overhead Line,,,Unknown,Internal,New,Cable/Line,Onshore,0,0
1455,2018.0,2020.0,3,6,169.0,AC,,400.0,Overhead Line,,,Unknown,Internal,New,Cable/Line,Onshore,0,1
1456,2016.0,2020.0,1,3,90.0,AC,,380.0,Overhead Line,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1456,2020.0,2022.0,3,6,90.0,AC,,380.0,Overhead Line,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1457,2016.0,2020.0,1,6,,DC,,380.0,Overhead Line,CHE;DEU,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1458,2016.0,2024.0,3,4,410.0,DC,400.0,200.0,DCTransmissionLine,FRA;ITA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,0
1458,2024.0,2026.0,4,4,410.0,DC,400.0,200.0,DCTransmissionLine,FRA;ITA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1460,2018.0,2020.0,3,6,,AC,,380.0,Overhead Line,DEU,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,1
1472,2018.0,2020.0,3,4,128.0,AC,0.0,380.0,ACTransmissionLine,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,0,1
1472,2020.0,2026.0,4,5,128.0,AC,0.0,380.0,ACTransmissionLine,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1473,2018.0,2026.0,3,3,90.0,AC,0.0,380.0,ACTransmissionLine,AUT;DEU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1475,2018.0,2020.0,2,6,,AC,,380.0,Overhead Line,,,Unknown,Internal,New,Cable/Line,Onshore,0,1
1476,2018.0,2022.0,3,2,95.0,AC,0.0,380.0,ACTransmissionLine,AUT;CHE;DEU,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1476,2022.0,2024.0,2,6,95.0,AC,0.0,380.0,ACTransmissionLine,AUT;CHE;DEU,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1477,2018.0,2020.0,2,6,,AC,,380.0,Overhead Line,AUT;DEU,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,1
1478,2018.0,2026.0,3,3,11.0,AC,0.0,110.0,ACTransmissionLine,ITA;SVN,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1482,2018.0,2026.0,3,3,22.5,AC,0.0,110.0,ACTransmissionLine,ITA;SVN,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1483,2018.0,2026.0,1,1,70.0,AC,0.0,380.0,ACTransmissionLine,AUT;SVN,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1485,2018.0,2020.0,2,6,,DC,,380.0,Subsea Cable,,,Unknown,Internal,New,Cable/Line,Offshore,0,1
1487,2018.0,2022.0,4,5,69.0,DC,1000.0,380.0,Underground Cable,FRA;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1488,2018.0,2024.0,4,5,75.0,AC,0.0,380.0,ACTransmissionLine,NLD,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1490,2018.0,2020.0,2,3,32.0,AC,0.0,380.0,ACTransmissionLine,NLD,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,1
1490,2020.0,2022.0,3,4,32.0,AC,0.0,380.0,ACTransmissionLine,NLD,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1490,2022.0,2024.0,4,5,32.0,AC,0.0,380.0,ACTransmissionLine,NLD,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1493,2018.0,2026.0,4,5,0.0,AC,0.0,400.0,PhaseShiftingTransformer,DEU;POL,2.0,EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,1,1
1496,2018.0,2024.0,1,6,0.0,AC,0.0,220.0,PhaseShiftingTransformer,CHE,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1498,2018.0,2026.0,1,2,78.0,AC,0.0,400.0,ACTransmissionLine,CZE;SVK,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1499,2018.0,2026.0,2,2,0.0,AC,0.0,400.0,OnshoreSubstation,CZE;SVK,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1500,2018.0,2020.0,3,4,110.0,AC,,400.0,Overhead Line,HUN;SVK,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,1
1500,2020.0,2022.0,4,5,110.0,AC,,400.0,Overhead Line,HUN;SVK,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1501,2018.0,2020.0,3,4,48.0,AC,,400.0,Overhead Line,HUN;SVK,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,1
1501,2020.0,2022.0,4,5,48.0,AC,,400.0,Overhead Line,HUN;SVK,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1503,2018.0,2026.0,4,4,445.0,DC,600.0,500.0,OffshoreDCTransmissionCable,ITA;MNE,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1504,2018.0,2026.0,1,6,0.0,AC,0.0,0.0,OffshoreSubstation,DEU;DNK;NLD,3.0,EU,Cross-border,New,Nodal Infrastructure,Offshore,1,1
1505,2018.0,2026.0,1,6,256.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DEU;DNK;NLD,3.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1506,2018.0,2026.0,1,6,356.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DEU;DNK;NLD,3.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1507,2018.0,2026.0,1,6,356.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DEU;DNK;NLD,3.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1508,2018.0,2026.0,1,6,348.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DEU;DNK;NLD,3.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1509,2018.0,2026.0,1,6,423.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DEU;DNK;NLD,3.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1510,2018.0,2020.0,2,6,,AC,,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,1
1511,2018.0,2026.0,1,6,369.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DEU;DNK;NLD,3.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1512,2018.0,2020.0,2,6,,AC,,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,1
1513,2018.0,2020.0,4,5,,DC,,380.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,1
1514,2018.0,2024.0,2,3,0.0,AC,0.0,400.0,PhaseShiftingTransformer,DEU;FRA,2.0,EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,1,1
1514,2024.0,2026.0,3,3,0.0,AC,0.0,400.0,PhaseShiftingTransformer,DEU;FRA,2.0,EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,1,1
1515,2018.0,2020.0,1,2,60.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,1
1515,2020.0,2024.0,2,6,60.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1516,2018.0,2020.0,1,2,47.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,1
1516,2020.0,2024.0,2,6,47.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1517,2018.0,2020.0,1,2,16.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,1
1517,2020.0,2022.0,2,3,16.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1517,2022.0,2024.0,3,6,16.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1518,2018.0,2020.0,1,2,82.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,0,1
1518,2020.0,2022.0,2,3,82.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1518,2022.0,2026.0,3,3,82.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1519,2018.0,2020.0,1,2,90.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,0,1
1519,2020.0,2022.0,2,3,90.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1519,2022.0,2026.0,3,3,90.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1520,2018.0,2020.0,1,2,123.0,AC,0.0,400.0,ACTransmissionLine,BGR;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,1
1520,2020.0,2026.0,2,2,123.0,AC,0.0,400.0,ACTransmissionLine,BGR;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1521,2018.0,2020.0,1,2,560.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,ITA,1.0,EU,Internal,New,Cable/Line,Offshore,0,1
1521,2020.0,2024.0,2,3,560.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,ITA,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1521,2024.0,2026.0,3,4,560.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,ITA,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1522,2018.0,2020.0,1,2,72.0,AC,0.0,400.0,ACTransmissionLine,BGR;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,1
1522,2020.0,2026.0,2,2,72.0,AC,0.0,400.0,ACTransmissionLine,BGR;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1523,2018.0,2020.0,1,2,0.0,AC,0.0,400.0,OnshoreSubstation,BGR;SRB,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,0,1
1523,2020.0,2026.0,2,2,0.0,AC,0.0,400.0,OnshoreSubstation,BGR;SRB,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1524,2018.0,2020.0,1,2,48.0,AC,0.0,400.0,ACTransmissionLine,BGR;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,1
1524,2020.0,2026.0,2,2,48.0,AC,0.0,400.0,ACTransmissionLine,BGR;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1525,2018.0,2020.0,1,2,70.0,AC,0.0,400.0,ACTransmissionLine,BGR;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,1
1525,2020.0,2026.0,2,2,70.0,AC,0.0,400.0,ACTransmissionLine,BGR;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1526,2018.0,2026.0,4,4,151.0,AC,0.0,400.0,ACTransmissionLine,BIH;MNE;SRB,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1527,2018.0,2024.0,4,5,59.4,AC,0.0,400.0,ACTransmissionLine,BIH;ITA;MNE;SRB,4.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1528,2018.0,2024.0,4,5,0.0,AC,0.0,400.0,OnshoreSubstation,BIH;ITA;MNE;SRB,4.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1529,2018.0,2020.0,1,6,,AC,,380.0,Phase Shift Transformer,DEU;NLD,2.0,EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,0,1
1530,2018.0,2022.0,1,6,47.8,AC,,400.0,Overhead Line,BIH;HRV,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1531,2018.0,2022.0,1,6,0.0,AC,,400.0,Substation,BIH;HRV,2.0,Extra-EU,Internal,Upgrade,Nodal Infrastructure,Onshore,1,1
1532,2018.0,2026.0,2,2,180.0,AC,0.0,400.0,ACTransmissionLine,BIH;HRV,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1533,2018.0,2024.0,2,3,68.0,AC,0.0,400.0,ACTransmissionLine,BIH;HRV,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1533,2024.0,2026.0,3,3,68.0,AC,0.0,400.0,ACTransmissionLine,BIH;HRV,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1534,2018.0,2024.0,2,3,203.0,AC,0.0,400.0,ACTransmissionLine,BIH;HRV,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1534,2024.0,2026.0,3,3,203.0,AC,0.0,400.0,ACTransmissionLine,BIH;HRV,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1535,2018.0,2024.0,2,3,0.0,AC,0.0,400.0,OnshoreSubstation,BIH;HRV,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1535,2024.0,2026.0,3,3,0.0,AC,0.0,400.0,OnshoreSubstation,BIH;HRV,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1536,2018.0,2022.0,1,2,2.0,AC,0.0,400.0,ACTransmissionLine,ROU;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1536,2022.0,2026.0,2,2,2.0,AC,0.0,400.0,ACTransmissionLine,ROU;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1537,2018.0,2022.0,1,2,0.0,AC,0.0,400.0,Transformer,ROU;SRB,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1537,2022.0,2024.0,2,3,0.0,AC,0.0,400.0,Transformer,ROU;SRB,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1537,2024.0,2026.0,3,3,0.0,AC,0.0,400.0,Transformer,ROU;SRB,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1538,2018.0,2022.0,1,2,83.0,AC,0.0,400.0,ACTransmissionLine,ROU;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1538,2022.0,2024.0,2,3,83.0,AC,0.0,400.0,ACTransmissionLine,ROU;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1538,2024.0,2026.0,3,3,83.0,AC,0.0,400.0,ACTransmissionLine,ROU;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1539,2018.0,2022.0,3,4,35.0,AC,0.0,380.0,ACTransmissionLine,NLD,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1539,2022.0,2024.0,4,5,35.0,AC,0.0,380.0,ACTransmissionLine,NLD,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1540,2018.0,2022.0,3,4,50.0,AC,0.0,380.0,ACTransmissionLine,NLD,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1540,2022.0,2024.0,4,6,50.0,AC,0.0,380.0,ACTransmissionLine,NLD,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1541,2018.0,2022.0,1,6,165.0,AC,,380.0,Overhead Line,NLD,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1542,2018.0,2020.0,1,6,,AC,,0.0,Overhead Line,NLD,1.0,EU,Internal,New,Cable/Line,Onshore,0,1
1543,2018.0,2020.0,4,6,,AC,,380.0,Overhead Line,NLD,1.0,EU,Internal,New,Cable/Line,Onshore,0,1
1544,2018.0,2026.0,3,4,80.0,AC,0.0,380.0,ACTransmissionLine,BEL;NLD,2.0,EU,Internal,New,Cable/Line,Onshore,1,1
1545,2018.0,2020.0,1,6,,AC,,0.0,Overhead Line,NLD,1.0,EU,Internal,New,Cable/Line,Onshore,0,1
1546,2018.0,2022.0,4,6,40.0,AC,2645.0,380.0,Overhead Line,NLD,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1547,2018.0,2020.0,1,6,,DC,,500.0,Subsea Cable,GBR,1.0,Extra-EU,Internal,New,Cable/Line,Offshore,0,1
1555,2018.0,2020.0,3,2,140.0,AC,0.0,220.0,ACTransmissionLine,AUT;ITA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,1
1555,2020.0,2026.0,2,2,140.0,AC,0.0,220.0,ACTransmissionLine,AUT;ITA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1556,2018.0,2022.0,4,6,139.0,AC,,132.0,Overhead Line,AUT;ITA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1557,2018.0,2020.0,1,2,900.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,ITA,1.0,EU,Internal,New,Cable/Line,Offshore,0,1
1557,2020.0,2022.0,2,3,900.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,ITA,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1557,2022.0,2024.0,3,4,900.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,ITA,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1557,2024.0,2026.0,4,4,900.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,ITA,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1558,2018.0,2020.0,3,4,80.0,AC,,400.0,Overhead Line,HRV;HUN;SVN,3.0,EU,Cross-border,New,Cable/Line,Onshore,0,1
1558,2020.0,2022.0,4,5,80.0,AC,,400.0,Overhead Line,HRV;HUN;SVN,3.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1559,2018.0,2026.0,1,1,35.512,AC,0.0,400.0,ACTransmissionLine,GRC;MKD,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1560,2018.0,2020.0,4,5,,AC,,380.0,Overhead Line,NLD,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,1
1561,2018.0,2026.0,1,1,12.0,AC,0.0,380.0,ACTransmissionLine,BEL;NLD,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1564,2018.0,2020.0,4,5,,AC,,110.0,Overhead Line,LTU,1.0,EU,Internal,New,Cable/Line,Onshore,0,1
