Inv_index,Duration,from,to,status,Inv_Line_Length_km,Inv_Technology,Capacity_MW,Voltage_kV,Inv_Element.type,Project_Country_ISO3,Project_N_Countries,Project_Region,Project_Jurisdiction,Infr_Type,Inv_Element_Category,Inv_Environment,Covid19,NewDirective
399,1.0,1,6,2,,,,,,SWE,1.0,EU,Internal,,,,0,0
403,6.0,1,2,1,1200.0,AC,0.0,400.0,ReactiveCompensationDevice,SWE,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
403,6.0,2,6,2,1200.0,AC,0.0,400.0,ReactiveCompensationDevice,SWE,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
406,4.0,3,4,1,400.0,AC,1000.0,400.0,Overhead Line,NOR,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
406,4.0,4,5,1,400.0,AC,1000.0,400.0,Overhead Line,NOR,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
424,2.0,3,4,1,720.0,DC,0.0,500.0,OffshoreDCTransmissionCable,GBR;NOR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
424,6.0,4,5,1,720.0,DC,0.0,500.0,OffshoreDCTransmissionCable,GBR;NOR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,0
427,6.0,3,4,1,350.0,DC,700.0,400.0,Subsea Cable,DNK;NLD,2.0,EU,Cross-border,New,Cable/Line,Offshore,0,0
427,4.0,4,5,1,350.0,DC,700.0,400.0,Subsea Cable,DNK;NLD,2.0,EU,Cross-border,New,Cable/Line,Offshore,0,0
436,1.0,1,6,2,74.0,AC,1360.0,400.0,Underground Cable,DNK,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
436,1.0,1,6,2,74.0,AC,1360.0,400.0,Underground Cable,DNK,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
436,2.0,2,6,2,74.0,AC,1360.0,400.0,Underground Cable,DNK,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
438,8.0,3,6,2,175.0,AC,125.0,380.0,Overhead Line,NLD,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
439,4.0,3,6,2,100.0,AC,125.0,380.0,Overhead Line,NLD,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
440,8.0,4,6,2,65.0,AC,125.0,380.0,Overhead Line,NLD,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
441,3.0,2,6,2,300.0,AC,125.0,380.0,Overhead Line,NLD,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
442,2.0,3,6,2,150.0,AC,100.0,400.0,Overhead Line,NLD,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
443,1.0,2,3,1,140.0,DC,1000.0,400.0,Subsea Cable,BEL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
443,3.0,3,4,1,140.0,DC,1000.0,400.0,Subsea Cable,BEL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
443,4.0,4,5,1,140.0,DC,1000.0,400.0,Subsea Cable,BEL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
444,5.0,3,4,1,50.0,AC,3000.0,380.0,Overhead Line,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
444,3.0,4,5,1,50.0,AC,3000.0,380.0,Overhead Line,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
445,8.0,3,4,1,18.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
445,4.0,4,5,1,18.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
446,2.0,4,5,1,,,,,,LUX,1.0,EU,Internal,,,,0,0
447,5.0,3,4,1,20.0,AC,700.0,220.0,Overhead Line,LUX,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
447,3.0,4,5,1,20.0,AC,700.0,220.0,Overhead Line,LUX,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
449,3.0,2,3,1,20.0,AC,1000.0,400.0,Overhead Line,GBR,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
450,1.0,2,3,1,26.0,AC,400.0,400.0,Overhead Line,GBR,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
450,2.0,3,4,1,26.0,AC,400.0,400.0,Overhead Line,GBR,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
450,5.0,4,5,1,26.0,AC,400.0,400.0,Overhead Line,GBR,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
452,3.0,3,4,1,360.0,DC,2400.0,500.0,Subsea Cable,GBR,1.0,Extra-EU,Internal,New,Cable/Line,Offshore,0,0
452,5.0,4,5,1,360.0,DC,2400.0,500.0,Subsea Cable,GBR,1.0,Extra-EU,Internal,New,Cable/Line,Offshore,0,0
453,4.0,1,6,2,365.0,DC,2000.0,500.0,Subsea Cable,GBR,1.0,Extra-EU,Internal,New,Cable/Line,Offshore,0,0
458,10.0,3,6,2,60.0,AC,3200.0,400.0,ACTransmissionLine,GBR,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,1,0
462,14.0,3,4,1,138.0,AC,0.0,400.0,ACTransmissionLine,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,0
463,1.0,1,2,1,83.0,AC,500.0,220.0,ACTransmissionLine,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
463,9.0,2,6,2,83.0,AC,500.0,220.0,ACTransmissionLine,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,0
476,8.0,3,6,2,121.7,AC,600.0,220.0,Overhead Line,PRT,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
478,4.0,3,6,2,15.0,AC,1780.0,400.0,Overhead Line,PRT,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
481,4.0,3,6,2,,,1780.0,400.0,Substation,PRT,1.0,EU,Internal,Upgrade,Nodal Infrastructure,Onshore,0,0
496,12.0,3,4,1,94.71,AC,0.0,400.0,ACTransmissionLine,ESP;PRT,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,0
497,1.0,3,4,1,26.0,AC,1000.0,400.0,Overhead Line,PRT,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
497,1.0,4,5,1,26.0,AC,1000.0,400.0,Overhead Line,PRT,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
500,12.0,3,4,1,0.0,AC,0.0,400.0,OnshoreSubstation,ESP;PRT,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,0
501,1.0,3,4,1,,,1000.0,400.0,Substation,PRT,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
501,1.0,4,5,1,,,1000.0,400.0,Substation,PRT,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
503,1.0,3,6,2,,AC,,220.0,Overhead Line,ESP,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
504,1.0,3,6,2,,AC,,,Substation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
505,1.0,4,5,1,,DC,,320.0,Substation,ESP,1.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
506,1.0,4,5,1,,DC,,320.0,Substation,FRA,1.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
509,1.0,4,5,1,,AC,,400.0,Substation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
522,1.0,1,2,1,,,1220.0,400.0,Substation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
522,3.0,2,6,2,,,1220.0,400.0,Substation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
523,1.0,1,2,1,,,1220.0,400.0,Substation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
523,3.0,2,6,2,,,1220.0,400.0,Substation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
524,2.0,1,6,2,,AC,,400.0,Substation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
537,1.0,3,4,1,,,1420.0,400.0,Substation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
537,1.0,4,5,1,,,1420.0,400.0,Substation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
545,4.0,1,6,2,125.0,AC,200.0,400.0,Overhead Line,ESP,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
546,4.0,1,6,2,,,200.0,400.0,Substation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
547,4.0,1,6,2,,,200.0,400.0,Substation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
561,6.0,1,6,2,,AC,1320.0,400.0,Substation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
569,6.0,1,6,2,,AC,2060.0,400.0,Substation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
570,6.0,1,6,2,,AC,2060.0,400.0,Substation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
594,1.0,2,3,1,,,500.0,220.0,Phase Shift Transformer,ESP,1.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
597,1.0,1,2,1,175.0,AC,3500.0,400.0,Overhead Line,FRA,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
597,3.0,2,6,2,175.0,AC,3500.0,400.0,Overhead Line,FRA,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
604,12.0,3,4,1,19.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,1,0
604,4.0,4,5,1,19.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
605,4.0,3,4,1,0.0,AC,0.0,380.0,OnshoreSubstation,BEL,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
605,4.0,4,5,1,0.0,AC,0.0,380.0,OnshoreSubstation,BEL,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
606,2.0,4,5,1,,AC,,380.0,Overhead Line,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
607,2.0,4,5,1,,,,,,BEL,1.0,EU,Internal,,,,0,0
608,4.0,3,4,1,50.0,AC,1500.0,380.0,Overhead Line,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
608,2.0,4,5,1,50.0,AC,1500.0,380.0,Overhead Line,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,1
609,4.0,4,5,1,,,1000.0,380.0,Phase Shift Transformer,BEL,1.0,EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,0,0
614,6.0,3,4,1,26.0,AC,0.0,220.0,ACTransmissionLine,AUT;ITA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
614,4.0,4,5,1,26.0,AC,0.0,220.0,ACTransmissionLine,AUT;ITA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
615,1.0,1,6,2,,AC,,400.0,Phase Shift Transformer,SVN,1.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
616,4.0,1,1,0,100.0,DC,1000.0,500.0,DCTransmissionLine,ITA;SVN,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
617,2.0,1,6,2,55.0,AC,215.0,400.0,Overhead Line,HRV,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
618,2.0,1,6,2,60.0,AC,215.0,400.0,Overhead Line,HRV,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
619,2.0,1,6,2,,,215.0,400.0,Substation,HRV,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
620,2.0,1,6,2,,,215.0,400.0,Substation,HRV,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
621,2.0,4,6,2,393.0,DC,1000.0,500.0,Substation,ITA,1.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
622,2.0,4,6,2,,DC,1000.0,500.0,Substation,MNE,1.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
624,1.0,3,4,1,,AC,1000.0,400.0,Substation,MNE,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,0,0
624,5.0,4,5,1,,AC,1000.0,400.0,Substation,MNE,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,0,0
625,3.0,3,4,1,160.0,AC,1095.0,400.0,Overhead Line,MNE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
625,3.0,4,5,1,160.0,AC,1095.0,400.0,Overhead Line,MNE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
627,3.0,2,3,1,45.2,AC,0.0,400.0,ACTransmissionLine,BIH;MNE;SRB,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
627,11.0,3,3,0,45.2,AC,0.0,400.0,ACTransmissionLine,BIH;MNE;SRB,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,0
628,14.0,3,3,0,109.0,AC,0.0,400.0,ACTransmissionLine,BIH;MNE;SRB,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,0
630,3.0,2,3,1,98.4,AC,0.0,400.0,ACTransmissionLine,BIH;MNE;SRB,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
630,11.0,3,3,0,98.4,AC,0.0,400.0,ACTransmissionLine,BIH;MNE;SRB,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,0
631,12.0,3,3,0,0.0,AC,0.0,400.0,OnshoreSubstation,BIH;MNE;SRB,3.0,Extra-EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,1,0
633,2.0,1,6,2,100.0,AC,215.0,400.0,Overhead Line,HRV,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
635,2.0,1,2,1,220.0,DC,600.0,500.0,OffshoreDCTransmissionCable,ITA;TUN,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
635,2.0,2,3,1,220.0,DC,600.0,500.0,OffshoreDCTransmissionCable,ITA;TUN,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
635,8.0,3,4,1,220.0,DC,600.0,500.0,OffshoreDCTransmissionCable,ITA;TUN,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
642,7.0,3,6,2,100.0,AC,1000.0,380.0,Overhead Line,CHE;ITA,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
645,13.0,3,3,0,50.0,AC,0.0,400.0,ACTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,0
650,14.0,1,6,2,16.0,AC,0.0,0.0,OnshoreACTransmissionCable,BEL;DEU;LUX,3.0,EU,Cross-border,New,Cable/Line,Onshore,1,0
654,6.0,4,5,1,138.0,DC,900.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
655,1.0,3,4,1,162.0,DC,900.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
655,5.0,4,5,1,162.0,DC,900.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
656,1.0,3,4,1,160.0,DC,900.0,320.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
656,5.0,4,5,1,160.0,DC,900.0,320.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
657,4.0,4,5,1,133.0,DC,690.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
658,2.0,1,6,2,180.0,DC,900.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
659,6.0,1,2,1,205.0,DC,900.0,320.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
659,2.0,2,6,2,205.0,DC,900.0,320.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,1
660,1.0,1,2,1,342.0,DC,2000.0,400.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
660,1.0,2,3,1,342.0,DC,2000.0,400.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
660,12.0,3,3,0,342.0,DC,2000.0,400.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,0
661,6.0,2,3,1,300.0,DC,2400.0,400.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
661,6.0,3,3,0,300.0,DC,2400.0,400.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
662,6.0,1,6,2,380.0,DC,2000.0,400.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
663,4.0,2,6,2,55.0,AC,3386.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
664,1.0,1,2,1,1250.0,DC,4000.0,525.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
664,5.0,2,3,1,1250.0,DC,4000.0,525.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
664,8.0,3,3,0,1250.0,DC,4000.0,525.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
665,1.0,1,2,1,539.0,DC,2000.0,525.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
665,5.0,2,3,1,539.0,DC,2000.0,525.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
665,8.0,3,3,0,539.0,DC,2000.0,525.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
666,4.0,2,6,2,60.0,AC,3386.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
667,2.0,2,3,1,125.0,AC,2014.0,380.0,ACTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
667,4.0,3,4,1,125.0,AC,2014.0,380.0,ACTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
667,2.0,4,5,1,125.0,AC,2014.0,380.0,ACTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
675,6.0,1,6,2,32.0,AC,4068.0,380.0,Overhead Line,DEU,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
676,3.0,1,2,1,100.0,AC,2849.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
676,3.0,2,3,1,100.0,AC,2849.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
676,2.0,3,6,2,100.0,AC,2849.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,1
677,1.0,1,2,1,130.0,AC,3749.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
677,3.0,2,3,1,130.0,AC,3749.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
677,4.0,3,6,2,130.0,AC,3749.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
680,1.0,1,2,1,219.0,AC,1833.0,400.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
680,7.0,2,6,2,219.0,AC,1833.0,400.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
682,1.0,1,2,1,32.0,AC,1340.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
682,2.0,2,3,1,32.0,AC,1340.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
682,4.0,2,6,2,32.0,AC,1340.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
685,1.0,1,2,1,130.0,AC,2387.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
685,7.0,2,6,2,130.0,AC,2387.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
686,3.0,1,2,1,130.0,AC,2408.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
686,3.0,2,6,2,130.0,AC,2408.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
687,1.0,1,2,1,185.0,AC,1218.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
687,3.0,2,3,1,185.0,AC,1218.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
687,4.0,3,6,2,185.0,AC,1218.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
688,4.0,1,2,1,160.0,AC,1902.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
688,4.0,2,6,2,160.0,AC,1902.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
689,12.0,2,2,0,157.0,AC,0.0,380.0,ACTransmissionLine,AUT;DEU,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,0
695,2.0,1,2,1,48.0,AC,800.0,400.0,Overhead Line,HUN;SVK,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
695,1.0,2,3,1,48.0,AC,800.0,400.0,Overhead Line,HUN;SVK,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
695,2.0,2,6,2,48.0,AC,800.0,400.0,Overhead Line,HUN;SVK,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
696,4.0,2,3,1,0.0,AC,800.0,400.0,ReactiveCompensationDevice,HUN;SVK,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
696,2.0,3,4,1,0.0,AC,800.0,400.0,ReactiveCompensationDevice,HUN;SVK,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,1
696,2.0,4,5,1,0.0,AC,800.0,400.0,ReactiveCompensationDevice,HUN;SVK,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
697,4.0,2,3,1,0.0,AC,800.0,400.0,Transformer,HUN;SVK,2.0,EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,0,0
697,2.0,3,4,1,0.0,AC,800.0,400.0,Transformer,HUN;SVK,2.0,EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,0,1
697,2.0,4,5,1,0.0,AC,800.0,400.0,Transformer,HUN;SVK,2.0,EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,1,1
698,2.0,2,6,2,,,,,,HUN,1.0,EU,Internal,,,,0,0
699,2.0,2,6,2,,,,,,HUN,1.0,EU,Internal,,,,0,0
701,4.0,3,4,1,0.0,AC,0.0,0.0,OnshoreSubstation,ROU;SRB,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
701,8.0,4,4,0,0.0,AC,0.0,0.0,OnshoreSubstation,ROU;SRB,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
705,8.0,3,4,1,0.0,AC,0.0,0.0,OnshoreSubstation,ROU;SRB,2.0,Extra-EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,1,0
705,4.0,4,4,0,0.0,AC,0.0,0.0,OnshoreSubstation,ROU;SRB,2.0,Extra-EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,1,1
707,2.0,3,6,2,,,0.0,400.0,Substation,MKD,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,0,0
708,2.0,4,5,1,,,301.0,400.0,Substation,GRC,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
715,2.0,2,3,1,0.0,AC,0.0,400.0,OnshoreSubstation,BGR;ROU,2.0,EU,Internal,Upgrade,Nodal Infrastructure,Onshore,0,0
715,4.0,3,4,1,0.0,AC,0.0,400.0,OnshoreSubstation,BGR;ROU,2.0,EU,Internal,Upgrade,Nodal Infrastructure,Onshore,0,0
715,6.0,4,4,0,0.0,AC,0.0,400.0,OnshoreSubstation,BGR;ROU,2.0,EU,Internal,Upgrade,Nodal Infrastructure,Onshore,1,1
720,6.0,1,6,2,40.0,AC,500.0,400.0,Overhead Line,HUN;SVK,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
726,1.0,1,6,2,,,,,,POL,1.0,EU,Internal,,,,0,0
727,1.0,1,6,2,,,,,,POL,1.0,EU,Internal,,,,0,0
728,1.0,4,5,1,,,,,,POL,1.0,EU,Internal,,,,0,0
729,2.0,4,5,1,,,,,,POL,1.0,EU,Internal,,,,0,0
730,1.0,4,5,1,,,,,,POL,1.0,EU,Internal,,,,0,0
733,1.0,1,2,1,160.0,AC,700.0,400.0,ACTransmissionLine,LTU;LVA;SWE,3.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
733,2.0,2,3,1,160.0,AC,700.0,400.0,ACTransmissionLine,LTU;LVA;SWE,3.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
733,7.0,3,6,2,160.0,AC,700.0,400.0,ACTransmissionLine,LTU;LVA;SWE,3.0,EU,Cross-border,New,Cable/Line,Onshore,1,0
735,2.0,2,3,1,175.0,AC,600.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
735,6.0,3,4,1,175.0,AC,600.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
735,4.0,4,5,1,175.0,AC,600.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
739,1.0,4,5,1,,,,,,FIN,1.0,EU,Internal,,,,0,0
740,2.0,3,4,1,,,,,,FIN,1.0,EU,Internal,,,,0,0
740,1.0,4,5,1,,,,,,FIN,1.0,EU,Internal,,,,0,0
742,6.0,3,4,1,300.0,AC,1000.0,400.0,ACTransmissionLine,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
742,2.0,4,5,1,300.0,AC,1000.0,400.0,ACTransmissionLine,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
747,6.0,3,6,2,35.0,AC,1950.0,400.0,Overhead Line,GBR,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
752,4.0,3,4,1,50.0,AC,1835.0,220.0,Subsea Cable,BEL,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
752,2.0,4,5,1,50.0,AC,1835.0,220.0,Subsea Cable,BEL,1.0,EU,Internal,New,Cable/Line,Offshore,0,1
753,3.0,3,6,2,,,,,,GBR,1.0,Extra-EU,Internal,,,,0,0
754,3.0,3,4,1,,,,,,GBR,1.0,Extra-EU,Internal,,,,0,0
754,1.0,4,6,2,,,,,,GBR,1.0,Extra-EU,Internal,,,,0,0
755,2.0,3,4,1,,,,,,GBR,1.0,Extra-EU,Internal,,,,0,0
755,2.0,4,6,2,,,,,,GBR,1.0,Extra-EU,Internal,,,,0,0
757,3.0,3,4,1,,,,,,GBR,1.0,Extra-EU,Internal,,,,0,0
757,1.0,4,6,2,,,,,,GBR,1.0,Extra-EU,Internal,,,,0,0
769,3.0,1,6,2,260.0,DC,2000.0,500.0,Subsea Cable,GBR,1.0,Extra-EU,Internal,New,Cable/Line,Offshore,0,0
779,8.0,2,3,1,126.441,AC,0.0,400.0,ACTransmissionLine,PRT,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,0
